company_name,product_name,date_received,state,complaint_narrative,resolution,date_closed
"CITIBANK, N.A.",Credit card,6/13/2025,FL,"I called to cancel my XXXX XXXX Citi XXXX on XX/XX/XXXX. I was told that the annual fee was not going to be charged at the end of XXXX. I was charged {$99.00} on XX/XX/XXXX. They promised to credit back my account. Citi credited {$82.00} in XXXX and claimed that they needed XXXX days to finalize conversion. Therefore, I had to pay for a partial fee during a time that I did not have the card with benefits. They never disclosed that a partial fee was going to be refunded.",Closed with monetary relief,6/13/2025
"Shellpoint Partners, LLC",Mortgage,8/13/2024,AZ,"Today is XX/XX/year>, and we sent a full loan modification file to Shellpoint. We have a XXXX loan and a foreclosure sale date of XXXX. We need the sale date postponed until the loan modification file can be reviewed. The XXXX  will also reach out to Shellpoint on our behalf, and we would please like the Qualified Written Request that is attached, responded to and answered, in fullwith all due respect. XXXX, my husband, is a XXXX XXXX XXXX.",Closed with explanation,8/13/2024
SYNCHRONY FINANCIAL,Credit card,7/20/2024,FL,"On XX/XX/year> I purchased a XXXX patio sectional couch from XXXX using XXXX XXXX store XXXX offered by synchrony bank. I paid a total of {$380.00}. XXXX uploaded tracking information from XXXX XXXX. The tracking information provided by XXXX XXXX XXXX XXXX showed final delivery in XXXX XXXX XXXX. My delivery address is in XXXX and I have no association with XXXX XXXX. When I contacted XXXX they told me I had to wait 90 days to see if it arrived later. After 90 days and no refund I was instructed by XXXX to file a police report. I was told by my local police department that it was a civil matter and that no crime had been committed. When contacting XXXX store card with the relevant information to dispute the charge I I'm always told they will investigate but they never get back to me. 

Tracking clearly shows that the item was not delivered to me. XXXX nor XXXX store card have been able to provide any evidence contrary. 

XXXX XXXX card has charged me {$480.00} in late fees and interest associated with this charge while it has been in dispute.",Closed with monetary relief,7/21/2024
GOLDMAN SACHS BANK USA,Credit card,8/26/2024,NY,"In XXXX of XXXX I placed an order to XXXX XXXX XXXX  for a total of {$200.00}. The sender states the merchandise was delivered but I did not receive it. I filed a police report for stolen property. I contacted XXXX and was informed that they will not re-ship or refund the money paid and to contact my credit card company. I contacted apple credit card known as Goldman Sachs Bank USA on XX/XX/XXXX, and a temporary credit was applied to my account pending investigation. On XXXX XXXXXX/XX/XXXX, I see the charge was reversed and I was being charged the {$200.00}. I contacted apple again and requested to speak to a manager. I was then informed a police report was not sufficient and would have to pay {$200.00}. I have never had an experience like this before. Being charged unfairly for merchandise I did not receive. I then wished to cancel my account because I feel unsafe and not valued as a long-time member.",Closed with monetary relief,8/26/2024
Mr. Cooper Group Inc.,Mortgage,4/18/2024,WA,"In XX/XX/XXXX I opened a bridge loan ( Account # XXXX address XXXX XXXX XXXX XXXX XXXX, WA XXXX XXXX with XXXX XXXX XXXX to purchase a new home while I awaited for my home to sell. XXXX XXXX utilizes the services of Rushmore Loan Servicing to handle all collection of payments and servicing of loans. 
The bridge loan was opened on XX/XX/XXXX and paid off in full on XX/XX/XXXX. 
As part of the loan process, I paid {$4200.00} into the escrow account which was to cover the XXXX property taxes on the house I was living in, in the event it did not sell before property taxes were due. 
In XX/XX/XXXX, I received two checks from Rushmore in the amounts of {$38000.00} and {$2300.00}. I deposited both checks with XXXX XXXX on XX/XX/XXXX. XXXX days later, I was notified by XXXX XXXX that Rushmore Servicing had placed a stop payment on the check for XXXX XXXXXXXX, with no explanation. 
I contacted Rushmore Servicing customer service at least 6 times via telephone, sent emails through their on-line loan software program and additional emails through my XXXX email account, inquiring as to the reason for the check cancelation. No customer service rep could ever explain why the check was canceled and when/if I would receive a replacement check. I received several auto replies from Rushmore stating the inquiry had been closed, with never any explanation as to why the check was issued or cancelled. 
In addition to asking why the XXXX XXXXXXXX check had been canceled, I inquired as to when I would receive the balance of my escrow funds. I never received a response regarding the escrow question either. 
In XX/XX/XXXX, I asked my mortgage broker, XXXX XXXX for assistance. XXXX contacted her contact person at XXXX XXXX for assistance. Neither were ever successful in getting an answer to either of my questions. 
At the end of XX/XX/XXXX, I filed a complaint with the WA State Attorney General 's Office. On XX/XX/XXXX, I received a phone call from a customer service representative with Rushmore who assured me she was going to help me get a detailed accounting of my bridge loan payoff amount and she would look into the situation with the balance of my escrow account which I was owed. She asked me to give her some time, which I agreed to. A week went by and I had not heard from her. On XX/XX/XXXX I received another phone call from the same woman and she apologized for taking so long with a response and asked for more time to research my issues. 
On XX/XX/XXXX, I received an email from Rushmore customer service rep XXXX XXXX who said he was working on a response to my complaint I filed with the state. He asked for some clarification regarding pre-paying "" interest. '' I told him I had not prepaid interest, but I had prepaid my property taxes which were in escrow. 
After several days, I did not hear back from XXXX, so sent him a follow-up email asking when I would receive the full loan payoff accounting and when I would receive the balance of my escrow funds. I received a response from XXXX on XX/XX/XXXX stating he needed additional time to complete his review. 
It is now XX/XX/XXXX and I have not received the detailed accounting of my bridge loan that lasted a total of 23 days. It really should not be this hard or take this long to produce the requested information. In addition, Rushmore still owes me the balance of my escrow funds, totaling {$2100.00}. The check I received in the amount of {$2300.00}, was for {$2100.00} in escrow and the balance was a fee they were refunding me. 
Thank you for any assistance you can provide, XXXX XXXX",Closed with explanation,4/18/2024
SYNCHRONY FINANCIAL,Credit card,3/16/2024,CA,"Dear CFPB, I hope this email finds you well. I am writing to urgently address an ongoing issue concerning my recent order of a XXXX XXXX XXXX from the XXXX XXXX. 

On XX/XX/XXXX, I made a purchase of a XXXX XXXX XXXX totaling {$920.00}, inclusive of taxes and fees. During the checkout process, I specifically selected the "" Signature Confirmation '' option with the courier to ensure secure delivery, as indicated on my order confirmation. 

However, on XX/XX/XXXX, the scheduled delivery date, my package failed to arrive, and to my dismay, no signature was obtained as per the selected delivery option. Despite my persistent efforts to resolve this matter with both XXXX XXXX and XXXX, a satisfactory resolution has remained elusive. 

Of utmost concern is the fact that XXXX, despite being repeatedly contacted, has been unable to provide any proof of a signature for the delivery, despite its critical importance in this situation. Despite their standard practice of providing photographic evidence of delivered packages and obtaining signatures as proof of delivery, the documentation for this specific delivery only states that the package was "" Left at Front Door, '' devoid of any photographic or signature evidence. 

Furthermore, I have made numerous attempts to address this issue with Syncrony Bank, the provider of the store card for my XXXX purchases. Regrettably, my claims for reimbursement have been summarily denied on three separate occasions ( XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX ), with each response failing to acknowledge the necessity of concrete proof of delivery, particularly a signature. 

I am reaching out to request your urgent assistance in resolving this matter. Given the circumstances outlined above, it is imperative that we obtain conclusive evidence of delivery and take appropriate measures to rectify this situation promptly. 

Please advise on the best course of action to address this issue effectively. Your prompt attention to this matter would be greatly appreciated. 

Thank you for your time and assistance. 

Sincerely, XXXX XXXX",Closed with monetary relief,3/16/2024
"CITIBANK, N.A.",Credit card,3/29/2024,FL,"XX/XX/2023 bought about {$500.00} worth of perfumes on Macys credit card which was issued at the store in order to receive 20 % discount, Unknown to all they had an old mailing address and bills were sent there regardless of my requests to change it. It was finally changed and I paid the balance of the merchandise in full when I received the actual bill. They keep adding fees and late charges which is the current {$110.00} charge regardless of numerous letters to them that the late payment was not my fault. I refuse to pay it and refuse to buy anything from Macys ever if this is not rectified immediately. I have a perfect credit score and always pay my bills on time.",Closed with monetary relief,3/29/2024
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,4/9/2024,PA,"Without fail, I've maintained timely payments on this account, ensuring they never exceed the due date. The presence of late payment remarks on my accounts baffles me. It's important to note 15 USC 1666b - Billing Error for necessary corrections.",Closed with non-monetary relief,4/9/2024
DISCOVER BANK,Credit card,6/26/2024,CA,"Discover bank asked me to file a police report even though i told them its fraud they made me file a police report in order to prove that i am not lying i am not sure exactly why they made me file anything at all they could of simply investigate the matter seen its nothing to do with me. I have filled the police report to show my innocence. But they still did not honor what they have said to me when i signed up for the card if there is a fraud all credit cards have to honor and give my money back., After filling a police report i went through all that trouble to do which is not easy to go through the process. I have provided to the DISCOVER XX/XX/XXXX CREDIT CARD XX/XX/XXXX They said that they have tried to call the police report and since there was no change to my case they don't consider that as a This is as a matter of fact fraud and they can investigate it and see. They are leaving a balance over XXXX on me to pay for that balance when its fraud and not me. PLEASE investigate this matter and their whole company because this is not ok from a consumer point of view when i open a card and i rely on the credit card company for them to research and see that it is fraud they don't care about us little people. Please investigate DISCOVER CARD XX/XX/XXXX",Closed with explanation,6/26/2024
"CITIBANK, N.A.",Credit card,6/10/2024,FL,"The below was provided as well as 11 other emails with the vendor, XXXX XXXX, citi has not acknowledge receiving any of the information even though it has been sent 4 times. 

Subject : Dispute XXXX XXXX XXXX XXXX XXXX the merchant not providing a refund numerous, 11 emails containing details of correspondence with XXXX. 
Events XXXX. Email received on XX/XX/XXXX @ XXXX Saturday, regarding next shipment XXXX. Email sent to XXXX XX/XX/XXXX @ XXXX Saturday requested to skip order a. I think you need to provide notice before shipping, I want to skip this order and have already gone into the subscription site to delay until XX/XX/XXXX. Please do not attempt to ship this order. 
XXXX. Email received XX/XX/XXXX @ XXXX Monday a. Please be advised that your subscription has already been adjusted. However, because the adjustments came in after the last order was processed, we were unable to cancel the order. Unfortunately, your recent order has already been processed therefore I am unable to cancel it at this time. Once the order gets delivered, please write back to us so we can send you a prepaid return label and we will be able to issue you a refund once we receive the returned order. 
XXXX. Email received Tue XX/XX/XXXX XXXX XXXX Tuesday XXXX confirmation XXXX. Email sent to XXXX Tues On XX/XX/XXXX, at XXXX, a. wrote : You were informed before the expected next date and this should not have happened- please cancel all future subscriptions. This is not acceptable! 
XXXX. Email sent to XXXX XXXX XXXX @ XXXX a. Apparently, the order was not cancelled. While my order was placed XX/XX/XXXX, it was not received until XX/XX/XXXX this the next shipment was early and, you did not provide any notice of shipment with sufficient time to cancel. The day I received notice the order was shipping, I immediately told you to not ship. Supposedly the order is being delivered today, please send me an XXXX XXXX at your cost so this can be returned. 
XXXX. Email sent to XXXX XXXX XXXX @ XXXX XXXX a. I am giving you until tomorrow to rectify this issue before I dispute with my credit card company. XXXX, not only did I ask to skip this shipment, the shipment was sent only XXXX weeks after receiving the first shipment and the price was {$50.00} more than expected. As Ive said, I want this cancelled and my money returned. And now, since you shipped then subscription order without considering my notice to you, the product was delivered yesterday, youll need to issue the XXXX so it can be returned. 
XXXX. Email received from XXXX XXXX XX/XX/XXXX @ XXXX XXXX  a. We'd love to assist you with the return of the order just to make sure, are we shipping back the entire package? 
XXXX. Email response XX/XX/XXXX @ XXXX XXXX  a. Yes, why would it be anything less when you were informed to cancel the shipment? 
XXXX. Email sent XX/XX/XXXX @ XXXX a. Your customer service is atrocious! I have tried numerous times to handle the subscription and have been met with lack of concern for me as the customer and nothing has been done to assist. I received an email on XX/XX/XXXX indicating my subscription would be shipping soon, immediately, I went in and chose to delay the shipment and sent an email to the same affect. I was then told on the XXXX, the subscription was going to be mailed anyway and that a return label would be provided after I received the order. That was not acceptable, you were informed to stop the shipment and chose to ship anyway bad business practice and deceptive. My original order was not received until XX/XX/XXXX, 30 days from that date is not XX/XX/XXXX stop the deceptive practice! Then, Ive attempted to contact you several other times to get the return label and make sure this doesnt happen again. Give the lack of response and still no return label and OH, the price I was charged is {$50.00} more than what it should be, I chose to cancel my subscription all together. Who is going to rectify this situation? 
b. If I dont hear back by tomorrow morning, I will dispute the charge with my credit card company, I am tired of waiting for someone to resolve the situation. 
XXXX. Email from XXXX XX/XX/XXXX @ XXXX XXXX  a. Your return shipping label is ready b. Once again, we apologize for the inconvenience this has caused you but please use the return label we have sent out in a separate email to return the last order. Kindly do email us back as soon as you see the tracking show as delivered back to us so we can process the refund. 
XXXX. Email sent to XXXX XX/XX/XXXX @ XXXX a. Order returned and received on XX/XX/XXXX yet I do not see a credit back to my card. Please process this immediately and advise. 
b. Attached email includes proof the order was returned and received by XXXX. 
Not sure what more I need to provide to substantiate the entire process and over abundance of communication from my end.",Closed with monetary relief,6/10/2024
Mr. Cooper Group Inc.,Mortgage,5/6/2024,GA,XX/XX/XXXX just received my mortgage loan. The first month they raised my payment over XXXX. I went on XX/XX/XXXX and saw so many complaints and reviews saying the same thing happened to many others. I spoke with a man when I first got notice of the increase. He said he would lower it to XXXX and it would stay at that amount for XX/XX/XXXX years. Listen to our call. Today it raised again. This company is horrible to work with. Their staff goes around in circles trying to explain what the difference is from. I'm on XXXX and on a fixed income. Every time they raise the amount I'm fearful of not being able to afford my mortgage. Please examine all the other complaints and reviews on XXXX  website. They should not be in business. When you finally can get ahold of someone they just start rambling of why you owe and they're sorry but it had to be raised. This is insane to have to call every month.,Closed with explanation,5/6/2024
JPMORGAN CHASE & CO.,Checking or savings account,6/25/2024,TX,"XX/XX/year>, Chase restricted my company 's business account for XXXX XXXX XXXX. I filed a CFPB complaint on XX/XX/XXXX to assist with this matter. Chase assigned XXXX XXXX rep ) from the XXXX office to my file phone number XXXX and XXXX. XXXX has not responded, he has not done due diligence to solve this matter after I provided XXXX different phone numbers for XXXX XXXX bank where my deposits originate. I have made contact with Chase Executive office over XXXX times, each time XXXX is not available after the answered rep contacts XXXX for availability. XX/XX/year> visit to the branch where the account was open in XXXX, TX. XXXX XXXX the rep that assisted, was made aware of the situation and reached out to XXXX. XXXX made time to contact me back after I emailed him a week after the encounter. XXXX did not respond to XXXX from the XXXX branch in XXXX hours. I am now putting Chase on notice that I am seeking damages for the misappropriation of funds since XX/XX/year>. Chase has only initiated contact after I filed a complaint with CFPB.",Closed with explanation,6/25/2024
WELLS FARGO & COMPANY,Checking or savings account,6/25/2024,TX,"This is the third time attempting to deposit or withdraw funds from my account with Wells Fargo. In each situation there seems to be a hold or a limit to what i can withdraw or deposit. I have a clear track history showing the deposit coming from my employer biweekly for the exact dollar amount so ther shouldn't be any concern about the tracking of the funds. I needed to help my mom pay her mortgage and put a limit on what I could withdraw for the day. In this particular situation, you could clearly see not only my employee direct deposit which was available to use for ATM purchases etc but I had also received a double payment from my employer a quarterly bonus that put my balance at three times its normal amount. My account isn't set up for bill pay so I wasn't asking for more or all the funds to withdraw.

The most recent issue is with a personal check that I received from an attorney office that I recently have done business with. I was receiving a refund of {$1600.00}. I deposit the check with the account being slightly overdrawn but was in the two day grace period. I deposited the check and was informed via email hold dates on when the funds would be available. I checked my account as part of the check would be available today XX/XX/year>. The remaining amount XX/XX/year>. After calling customer service as the funds aren't available and further overdrawn now more excuses and the funds wouldn't be available till XX/XX/XXXX. I have had nothing but a horrible experience as a customer with Wells Fargo. Constantly be overcharged or holding funds back so they bank can justify why they charged me fees. I feel like im Constantly having to jump through hoops just to have fair access.",Closed with explanation,6/25/2024
JPMORGAN CHASE & CO.,Credit card,6/17/2024,AZ,"It started when my wife, XXXX and I took a trip to XXXX. We had used our XXXX XXXX XXXX credit card at the XXXX XXXX XXXX to check in an extra bag. I can't quite recall what I did to my credit card because we were rushing to our flight. When we got to XXXX, Washington, my mother used her XXXX Credit card and covered my expenses. My wife and I covered tip and used cash when paying for small stuff. We were there for about 4 days. When we got back, we needed to grab gas and decided to stop at a XXXX gas station and when we went to pay, I couldn't find the XXXX credit card. We ended up having to go inside to pay with a {$20.00} and rushed home. The following morning we logged into our chase account to lock the card and noticed so many transactions on the card. We immediately reported it and had someone help us dispute the charges for a lost/stolen card. We told the person helping us all the transactions that were not us, we were able to determine that they started from XX/XX/XXXX, XXXX XX/XX/year> and they didn't tell us the total amount that was used. They had sent us a new card about a week later. 2 months later the charges were put back on the new credit card. They requested documents supporting our claims and all we have is a statement of my mom 's credit card that was used to pay. They told us to send it to XXXX, which we did on XX/XX/year>. They then told us that they sent our information to the appropriate department for further review which would take about 5 business days. As of XX/XX/year> they sent us an email stating that they closed all of our credit card accounts. We don't know how to go about providing any other information. We had lost our credit card and didn't even realize it until we got back and it was too late. We didn't make those transactions on that credit card and we are getting blamed for them.",Closed with explanation,6/17/2024
WELLS FARGO & COMPANY,Checking or savings account,12/18/2024,FL,"Recently Wells Fargo placed a hold on my accounts without providing a clear reason. They requested that I update my legal status documentation, which I submitted on time through their system. However, they failed to notice or acknowledge that I had uploaded the documents and still proceeded to place the hold on my account. 

Despite the hold, the account continues to accept deposits, including my work checks, but I am unable to access any of my funds. This has created significant financial strain, and I am unsure of how to resolve this issue effectively since the wells fargo representatives didnt give me any solutions, their only option is that I need to wait.",Closed with monetary relief,12/18/2024
"CITIBANK, N.A.",Checking or savings account,4/26/2024,CA,"on XX/XX/24 I received an email from XXXX XXXX saying they are going to withdraw {$400.00} from my account. I XXXX  XXXX phone number and spoke with the agent. He wasnt a real agent, he was the scammer, he sounded so convincing and legit and was able to get in my banking app. He XXXX 3 times within 5 minutes {$490.00}, {$490.00}, and {$490.00} a total of XXXX then he transferred {$5000.00} dollars from my savings to my checking and wired the {$5000.00}. the second I realized i was being scammed i hung up and contacted my bank within minutes of this happening. i was denied my XXXX money and the wire money, a total of {$6400.00}. They said online credentials were required to perform this and that the activity appears to be consistent with my normal banking activities. XXXX is not a normal activity for me, i use it 1 time every 3 months. i've never in the 15 years i been a citibank customer have i ever wired any money. If they didnt think that XXXX XXXX  payments and a {$5000.00} dollar wire transfer within a 20 minute time frame wasn't suspicious activity then they are XXXX. The bank was notified minutes after this happened. I even drove down to the branch to talk to them. They could of reversed or stopped the transfer.",Closed with explanation,4/26/2024
TD BANK US HOLDING COMPANY,Checking or savings account,5/27/2023,DE,"On Sat XX/XX/2023, I received a letter from TD Bank dated XX/XX/XXXX saying my account will be closing on XX/XX/XXXX. I tried to call the number on the letter but no one was available since It was on the weekend. So I called the customer service and find out why my account was being closed. The rep told me that the account was in good standing and that I wouldn't have to worry about my account being closed. So I requested to speak to a manager on duty, and the manager told me the same thing, my account was fine and there were no notes on the account saying the account was being closed. They assure me that the account was in good standing. The manager told that the language on the letter seems strange and said that it could be a scam. He told me to bring the letter to the local branch and verify it. So on XX/XX/XXXX, I brought the letter to the branch and ask them if my account was fine, they reassure me that everything is fine. And they googled the number on the letter and said that the number on the letter was part of some kind of scam. So I thought everything was good and not gon na call the number in the letter. On Monday night XX/XX/XXXX, I wasn't able to login into all of my accounts. I tried again on Tuesday. It was the same. So I called TD to find out what happened to my account, and they only told me that the account is closed. There is no information on why the account was closed. And told me to stop by a local branch to get more info. So on Wednesday, XX/XX/XXXX, I stopped by the local branch and ask them exactly what happened to my account, they all said they don't know why. I requested them to withdraw all of my funds but was denied. Was told my funds will be sent out bymail. I told them I don't want to wait for my funds in the mail. It would take too long for it to get to me and get the checked clear after deposit into my other bank. I am very disappointed with how they handle everything and how they treat me. As of today, no one has told me what exactly happened to my account. I hope someone else can see how TD is treating their customer. Everyone should stay away from them. They don't care about their customer.",Closed with explanation,5/27/2023
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,5/14/2024,DC,"On XX/XX/2024, I received a letter from Bank of America confirming that my dispute regarding a charge of {$58.00} from XXXX, originally transacted on XX/XX/2024, had been resolved in my favor, and my account was credited for this amount. However, on the same day, two contradictory transactions appeared on my account statement : A credit of {$58.00} for the dispute resolution. 
An immediate reversal of the {$58.00} credit. 
These transactions are evident in my account activity from XX/XX/2024. The reversal of the credit contradicts the resolution stated in the letter from Bank of America. 

I attempted to resolve this matter directly with Bank of America by calling the BoA Credit Card Billing Disputes Department at XXXX from my cell phone ( XXXX ) at XXXXXXXX XXXX ET on XX/XX/2024, for an 11-minute outbound call. The agent was unable to assist or provide further insight into the issue. 

Not abiding by the outcomes of a dispute resolution and erroneous billing errors are violations of CFPB regulations, specifically those outlined under the Fair Credit Billing Act ( FCBA ) which requires creditors to resolve billing errors promptly and accurately.",Closed with monetary relief,5/14/2024
Mr. Cooper Group Inc.,Mortgage,12/19/2022,PA,"starting XXXX and ending in XX/XX/2022 I supplied the same exact financial and personal information to the Pennsylvania Homeowner Assistance Fund which was giving to mr Cooper in XX/XX/2022 for modification assistance. 
XX/XX/2022 mr Cooper response to my cfpb complaint ( promptly closed ) was the information supplied was inaccurate or incomplete documentation ( which was a lie ) because I supplied a affidavit, government application for assistance, copy of death certificate, XXXX months of bank statements, XXXX years of income tax returns, hardship letter, pay stubs, copy of driver license, social security card so the PHAF was more involved yet they NEVER LOST ANY DOCUMENTS!!

this entire time ive a been incurring malicious accelerated rents and interest which was paid by the PHFA grant and now I still have no remedy from the hardship I've received at the hands of this predatory company with its sloppy paper handling and mishandling of deadlines and out right LIES.

The accelerated rents are malicious because had my paperwork not been lost like I stated OVER AND OVER AGAIN in NUMEROUS other cfpb complaints I wouldn't wouldn't have needed a grant I would have complied with mr coopers modification requirements my bill was XXXX a month .... now my bill is like XXXX are you insane!!! you are CROOKS",Closed with explanation,12/19/2022
"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6/29/2024,FL,"On XX/XX/year> I opened a checking account with Bank of America. I deposited {$20.00} to fund the account and subsequently had another {$200.00} deposit made from a merchant that same day. On XX/XX/year> I had another deposit of {$560.00} from the same merchant. On XX/XX/year> I deposited my payroll check of $ XXXX my checking account. After depositing the paper check into a Bank of America atm I was notified that the deposit would take up to 10 days to post. I was upset due to the payroll check being legit and having to wait such a long time for my funds to be available. This caused me to be late on numerous bills. I reached out to their customer service department via telephone call on XX/XX/year> in hopes of resolving the issue but was told my payroll check would not post until XX/XX/year>, but was reassured the funds would be available upon that date. On XX/XX/year> my payroll check finally posted to my checking account with Bank of America and showed as available in their mobile banking app. Subsequently, my Bank of America debit card kept declining in grocery stores so I checked my balance at the atm and it showed available funds in the amount is active of {$1700.00} but would not allow me to withdraw funds. I visited a branch office and was advised my debit card is active but my checking account has been frozen due to suspicious activity. I have barely used this account except for a few legit deposits. I am now falling behind on bills and being inconvenienced unjustly. I feel like this may be a XXXX issue, as I am a XXXX male. There has been nothing fraudulent on this account. I was also made to wait XXXX business days for a check to post to my checking account without a single penny being made available, which is in clear violation of FDIC rules.",Closed with non-monetary relief,6/29/2024
GOLDMAN SACHS BANK USA,Credit card,3/4/2024,MN,Apple Card Goldman Sachs opened an unauthorized account under my name. I sent over the ID THEFT Report and police report and they still continue to reporting this fraud account to credit reporting agencies.,Closed with explanation,3/4/2024
Chime Financial Inc,Checking or savings account,6/24/2024,SC,"Complaint Details I am over my deceased family member estate. CHIME BANK was notified after her death by sending over documents, death certificate, ID, PR information. For one barely any rep is trained in these type of situations since you speak to a differently rep everyday explaining the same thing over, a few will hang up on you as if they transferring but dont when they dont know what to do. Long story short after getting that squared away a month later, closure checks finally came. Before that came they had closed the account. I gave the first case number for the account in which they let me know I can not dispute online by email any longer since they changed that process this year XX/XX/year> for everyone. So I phoned instead. Got transferred to many people again until I got a rep that lied about him opening a ticket. Found out after I called back to check the status so I spoke with another set of reps before getting one with more knowledge. Case was finally created on two disputes, each was for a {$1000.00} when a female friend of the deceased fraduently used her card for her own needs. Bad enough this girl stole my niece wallet, ID, SS card, phone, and all as personal. The young lady transferred money to her XXXX XXXX. XXXX or XXXX business days went by before checking on the status. Thats when I had to find another good trained rep that told me the case was closed bc the account is closed. I said what sense was that when they told me to dispute this account for charges but not by email. That was unauthorized transaction that had nothing to do my deceased family daughter, funeral, and her in general. Like do your job and investigate. I have not received any letter to the address of mine someone notated received an email that they all kept notating. Yet somehow they still sent it to her address or email when she is deceased and I kept telling them to notate thoroughly the case. This bank needs more training, more reps that listen. Reopen the dispute and settled this unauthorized mess. I reported even on XXXX but from the back and forth with the company responding, their was no resolution, XXXX closed the case due to no end resolution.",Closed with explanation,6/24/2024
WELLS FARGO & COMPANY,Checking or savings account,8/27/2024,TX,"I deposited a check into my business account at Wells Fargo in XXXX Texas on XXXX XXXXXX/XX/XXXX, at XXXX pm. I asked the teller twice how long the hold would be on the check. The teller, XXXX, said she did not know, but the information would be printed on the receipt. The receipt ( transaction # XXXX XXXX ) stated that {$400.00} was available immediately and the remaining "" {$28000.00} will be available on XXXX  XX/XX/XXXX ''. When I checked the bank on XXXX  XXXX - the deposit was in the available balance as promised. However, at about XXXX XXXX  I noticed that my debit card was acting strangely. It was not until around XXXX XXXX  that I received a message from XXXX concerning my debit card. At first, I thought it was a scam call - but after speaking with the gentleman- he offered to transfer me to Wells Fargo. I spoke with "" XXXX '' ( he would not provide his full name ) in XXXX, Arizona. He informed me that I was some {$10000.00} overdrawn. After getting nowhere trying to figure out what was going on - "" XXXX XXXX' transferred me to "" XXXX '' - I was told that the bank had put a hold on the money after the fact. I was surprised since I had not been notified. XXXX explained that I would either get a message in my inbox on the Wells Fargo Website or a snail mail letter that would arrive in several days. How am I to make an informed decision when I receive the explanation days to weeks later? I finally did receive a message on the Wells Fargo Website- it was received on XXXX, XXXX, XXXX, XXXX - it had the reason for the hold that "" The Deposited Check Exceeded {$5500.00} ''. If this is the case, why did the receipt ( a legal document ) not reflect this information? I can not call anyone other than the local branch bank, since I am a consumer with a business account and they do not talk to consumers - only branch bank personnel. And, Finally to add insult to injury - the hold as extended by a week- which only appeared to happen after I began to complain about the unfairness of their invisible rules.",Closed with explanation,8/27/2024
"CITIBANK, N.A.",Credit card,4/29/2024,CA,"I live in XXXX XXXX and while on a trip to XXXX had paid for a one day pass. Later on XX/XX/year> XXXX XXXX  began charging me for a membership at the XXXX XXXX branch. Initiation and monthly charges. I googled XXXX XXXX and found out that over XXXX fraudulent charges were made by the same person I saw at the XXXX XXXX branch. I told Citibank XXXX XXXX XXXX that I never signed anything for membership. They removed all XXXX XXXX charges and told me they would investigate. Eventually Citibank reinstated all my charges and sent me a fraudulent membership document with a different signature than mine. I told Citibank and they moved my dispute to the Fraud department. Meanwhile for the second time Citibank canceled my account and reissued a new one for me. The second was because Citibank gave XXXX XXXX my new account number after telling me not to. I wrote to XXXX XXXXXXXX XXXX as well as other officers after no one from branch would respond to me. Never heard from XXXX XXXX. My fraud entries that were put on my Citibank app disappeared the day after I finally got a call from someone at XXXX XXXX accounting who told me she would correct this problem and I would have no following charges. I just called Citibank credit card fraud/security department and they told me that my case went back to the dispute department which I was told was NOT what my case was since fraudulent documents were created and not a billing dispute. None of this makes sense. Citibank is now not being helpful or offer any information. 
All charges from XXXX XXXX started XX/XX/year> including additional initiation and monthly charges in XX/XX/year> with monthly charges to present.",Closed with monetary relief,5/1/2024
WELLS FARGO & COMPANY,Checking or savings account,10/3/2024,NJ,I have no Knowledge of this transaction XXXX my phone was stolen and its been over 10 days for the investigation which should of been 4 days under the FCRA im demanding my funds to be reimbursed {$4900.00},Closed with explanation,10/3/2024
WELLS FARGO & COMPANY,Checking or savings account,6/21/2024,TX,"On XXXX XXXX there was unauthorized transactions that was done on my account through online banking, XXXX from my credit card, XXXX from my checking account, an an XXXX XXXX XXXX XXXX  charge for XXXX. The XXXX. Was credited back along with the XXXX XXXX XXXX XXXX Charge but Wells Fargo refused to credit back the {$5200.00} charges although they knew it was fraudulent, they are saying I am responsible because my license was use, I have included a police report & the identity theft report as well to show this was fraudulent. I have had numerous phone calls along with branch appearances with no resolution.",Closed with explanation,6/21/2024
"Shellpoint Partners, LLC",Mortgage,6/9/2025,FL,"This is a continuation of CFPB Complaint XXXX, that appears to have been prematurely closed.

NewRez company improperly placed an escrow, for unnecessary insurance during XX/XX/XXXX. After providing overwhelming proof, they agreed, insurance was not necessary. In a letter dated XX/XX/XXXX, they advised As of XX/XX/XXXX, you will no longer have an escrow account. Today is XX/XX/XXXX, and the escrow remains. I called and was told that it could take upto XX/XX/XXXX, and was provided a reference number ( XXXX ). I spoke with a supervisor, who confirmed XX/XX/XXXX. 

This is not appropriate and NewRez should be sanctioned for this conduct.",Closed with explanation,6/10/2025
